Well	Top	Base	Unit	Comment
6406/3-5	2318.00	0.00	TANG FM	
6406/3-5	2382.00	3560.00	SHETLAND GP	revised base group definition
6406/3-5	2382.00	2525.00	SPRINGAR FM	
6406/3-5	2525.00	2695.00	NISE FM	
6406/3-5	2695.00	3179.00	KVITNOS FM	top depth changed from 2780m, guided by biostrat at 2709m dc
6406/3-5	3179.00	3661.00	BLÅLANGE FM	new formation
6406/3-5	3179.00	3214.00	LYSING MB	revised status
6406/3-5	3560.00	3732.00	CROMER KNOLL GP	revised top group definition, top depth questionable, guided by biostrat at 3585m
6406/3-5	3560.00	3703.00	LANGEBARN FM	new formation, top depth questionable, guided by biostrat at 3585m
6406/3-5	3703.00	3732.00	LYR FM	
6406/3-5	3732.00	0.00	VIKING GP	
6406/3-5	3732.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/3-5	3765.00	0.00	HEATHER FM	Changed from MELKE FM
6406/3-5	3817.00	0.00	FANGST GP	
6406/3-5	3817.00	0.00	GARN FM	
6406/3-5	3949.00	0.00	ILE FM	
6406/3-5	4012.00	0.00	ROR FM	
6406/3-5	4139.00	0.00	TILJE FM	
6406/3-6	297.00	0.00	NORDLAND GP	
6406/3-6	507.00	0.00	NAUST FM	
6406/3-6	1421.00	0.00	KAI FM	
6406/3-6	1865.00	0.00	HORDALAND GP	
6406/3-6	1865.00	0.00	BRYGGE FM	
6406/3-6	2235.00	0.00	ROGALAND GP	
6406/3-6	2235.00	0.00	TARE FM	
6406/3-6	2304.00	0.00	TANG FM	
6406/3-6	2371.00	3483.00	SHETLAND GP	revised base group definition
6406/3-6	2371.00	2490.00	SPRINGAR FM	
6406/3-6	2490.00	2695.00	NISE FM	
6406/3-6	2695.00	3095.00	KVITNOS FM	top changed from 2806m, guided by biostrat at 2710m dc
6406/3-6	3095.00	3483.00	BLÅLANGE FM	new formation
6406/3-6	3095.00	3124.00	LYSING MB	revised status
6406/3-6	3483.00	3576.50	CROMER KNOLL GP	revised top group definition, guided by biostrat at 3490m
6406/3-6	3483.00	3540.00	LANGEBARN FM	new formation, guided by biostrat at 3490m
6406/3-6	3540.00	3576.50	LYR FM	top changed from 3548m, base depth changed 0.5m
6406/3-6	3577.00	0.00	VIKING GP	
6406/3-6	3577.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/3-6	3594.00	0.00	HEATHER FM	Changed from MELKE FM
6406/3-6	3650.00	0.00	FANGST GP	
6406/3-6	3650.00	0.00	GARN FM	
6406/3-6	3767.00	0.00	NOT FM	
6406/3-6	3805.00	0.00	ILE FM	
6406/3-6	3889.00	0.00	BÅT GP	
6406/3-6	3889.00	0.00	ROR FM	
6406/3-6	4041.00	0.00	TILJE FM	
6406/3-7	293.00	0.00	NORDLAND GP	
6406/3-7	559.00	0.00	NAUST FM	
6406/3-7	1504.00	0.00	KAI FM	
6406/3-7	1929.00	0.00	HORDALAND GP	
6406/3-7	1929.00	0.00	BRYGGE FM	
6406/3-7	2366.00	0.00	ROGALAND GP	
6406/3-7	2366.00	0.00	TARE FM	
6406/3-7	2454.00	0.00	TANG FM	
6406/3-7	2499.00	3810.00	SHETLAND GP	revised base group definition
6406/3-7	2499.00	2609.00	SPRINGAR FM	no biostratigraphy
6406/3-7	2609.00	2773.00	NISE FM	no biostratigraphy
6406/3-7	2773.00	3308.00	KVITNOS FM	
6406/3-7	3308.00	3810.00	BLÅLANGE FM	new formation, top depth changed from 3297 m, questionable top based on prominent GR incursions, no biostratigraphy
6406/3-7	3810.00	3895.00	CROMER KNOLL GP	revised top group definition, no biostratigraphy
6406/3-7	3810.00	3875.00	LANGEBARN FM	new formation, no biostratigraphy
6406/3-7	3875.00	3895.00	LYR FM	
6406/3-7	3895.00	0.00	VIKING GP	
6406/3-7	3895.00	0.00	SPEKK FM	
6406/3-7	3900.00	0.00	MELKE FM	
6406/3-7	3985.00	0.00	FANGST GP	
6406/3-7	3985.00	0.00	GARN FM	
6406/3-7	4058.00	0.00	NOT FM	
6406/3-7	4113.00	0.00	ILE FM	
6406/3-7	4179.00	0.00	BÅT GP	
6406/3-7	4179.00	0.00	ROR FM	
6406/3-7	4228.00	0.00	TOFTE FM	
6406/3-7	4333.00	0.00	TILJE FM	
6406/3-7	4473.00	0.00	ÅRE FM	
6406/5-1	312.00	0.00	NORDLAND GP	
6406/5-1	1452.00	0.00	KAI FM	
6406/5-1	1910.00	0.00	HORDALAND GP	
6406/5-1	1910.00	0.00	BRYGGE FM	
6406/5-1	2459.00	0.00	ROGALAND GP	
6406/5-1	2459.00	0.00	TARE FM	
6406/5-1	2584.00	0.00	SHETLAND GP	
6406/5-1	2584.00	0.00	SPRINGAR FM	
6406/5-1	2693.00	0.00	NISE FM	
6406/5-1	2872.00	0.00	KVITNOS FM	
6406/5-1	3377.00	0.00	CROMER KNOLL GP	
6406/5-1	3377.00	0.00	LYSING FM	
6406/5-1	3385.00	0.00	LANGEBARN FM	
6406/5-1	4060.00	0.00	LYR FM	
6406/5-1	4072.00	0.00	VIKING GP	
6406/5-1	4072.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/5-1	4077.00	0.00	HEATHER FM	Changed from MELKE FM
6406/5-1	4205.00	0.00	FANGST GP	
6406/5-1	4205.00	0.00	GARN FM	
6406/5-1	4272.00	0.00	NOT FM	
6406/5-1	4335.00	0.00	ILE FM	
6406/5-1	4443.00	0.00	BÅT GP	
6406/5-1	4443.00	0.00	ROR FM	
6406/5-1	4487.00	0.00	TOFTE FM	
6406/5-1	4628.00	0.00	TILJE FM	
6406/5-1 T2	2583.50	4025.00	SHETLAND GP	well as 6406/5-1 in NPD fact pages, top depth changed 0.5m from 2584m (NPD) following operator, revised base group definition
6406/5-1 T2	2583.50	2693.00	SPRINGAR FM	top depth changed 0.5m from 2584m (NPD)
6406/5-1 T2	2693.00	2872.00	NISE FM	
6406/5-1 T2	2872.00	3377.00	KVITNOS FM	
6406/5-1 T2	3377.00	4025.00	BLÅLANGE FM	new formation
6406/5-1 T2	3377.00	3385.00	LYSING MB	revised status
6406/5-1 T2	4025.00	4072.00	CROMER KNOLL GP	revised top group definition
6406/5-1 T2	4025.00	4057.00	LANGEBARN FM	new formation, minor intra Langebarn sandstones between 4028-4030m (poorly dated)
6406/5-1 T2	4057.00	4072.00	LYR FM	revised top from 4060m based on GR log following original definition above high values
6406/6-1	293.00	0.00	NORDLAND GP	
6406/6-1	1494.00	0.00	KAI FM	
6406/6-1	1898.00	0.00	HORDALAND GP	
6406/6-1	1898.00	0.00	BRYGGE FM	
6406/6-1	2376.00	0.00	ROGALAND GP	
6406/6-1	2376.00	0.00	TARE FM	
6406/6-1	2475.00	0.00	TANG FM	
6406/6-1	2513.50	3902.00	SHETLAND GP	revised base group definition, top depth changed 0.5m
6406/6-1	2513.50	2629.00	SPRINGAR FM	additional unit
6406/6-1	2629.00	2794.00	NISE FM	additional unit
6406/6-1	2794.00	3388.00	KVITNOS FM	additional unit
6406/6-1	3388.00	3902.00	BLÅLANGE FM	new formation, Lysing omitted, minor sandstones 3876m -3902m
6406/6-1	3876.00	3902.00	BREIFLABB MB	new member, interbedded sandstones and mudstones, assignment questionable, probably no older than Turonian
6406/6-1	3902.00	4004.50	CROMER KNOLL GP	revised top group definition, base depth changed 0.5m
6406/6-1	3902.00	3990.50	LANGEBARN FM	new formation
6406/6-1	3990.50	4004.50	LYR FM	base depth changed 0.5m
6406/6-1	4005.00	0.00	VIKING GP	
6406/6-1	4005.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6406/6-1	4050.00	0.00	HEATHER FM	Changed from MELKE FM
6406/6-1	4204.00	0.00	FANGST GP	
6406/6-1	4204.00	0.00	GARN FM	
6406/6-1	4275.00	0.00	NOT FM	
6406/6-1	4335.00	0.00	ILE FM	
6406/6-1	4416.00	0.00	BÅT GP	
6406/6-1	4416.00	0.00	ROR FM	
6406/6-1	4519.00	0.00	TOFTE FM	
6406/6-1	4592.00	0.00	TILJE FM	
6406/6-2	271.00	0.00	NORDLAND GP	
6406/6-2	271.00	0.00	NAUST FM	
6406/6-2	1287.00	0.00	KAI FM	
6406/6-2	1700.00	0.00	HORDALAND GP	
6406/6-2	1700.00	0.00	BRYGGE FM	
6406/6-2	2225.00	0.00	ROGALAND GP	
6406/6-2	2225.00	0.00	TARE FM	
6406/6-2	2317.00	0.00	TANG FM	
6406/6-2	2400.00	3900.00	SHETLAND GP	revised base group definition
6406/6-2	2400.00	2503.00	SPRINGAR FM	
6406/6-2	2503.00	2712.00	NISE FM	
6406/6-2	2712.00	2862.00	KVITNOS FM	
6406/6-2	2862.00	3679.00	BLÅLANGE FM	new formation
6406/6-2	3679.00	3900.00	BREIFLABB MB	new member, interbedded sandstones and mudstones, assignment questionable, no biostrat control, as no formal name (NPD)
6406/6-2	3900.00	4051.00	CROMER KNOLL GP	revised top group definition
6406/6-2	3900.00	4032.00	LANGEBARN FM	new formation, no biostrat control
6406/6-2	4032.00	4051.00	LYR FM	
6406/6-2	4051.00	0.00	VIKING GP	
6406/6-2	4051.00	0.00	SPEKK FM	
6406/6-2	4068.00	0.00	MELKE FM	
6406/6-2	4164.00	0.00	FANGST GP	
6406/6-2	4164.00	0.00	GARN FM	
6406/6-2	4233.00	0.00	NOT FM	
6406/6-2	4282.00	0.00	ILE FM	
6406/6-2	4390.00	0.00	BÅT GP	
6406/6-2	4390.00	0.00	ROR FM	
6406/6-2	4417.00	0.00	TOFTE FM	
6406/6-2	4561.00	0.00	TILJE FM	
6406/8-1	375.00	0.00	NORDLAND GP	
6406/8-1	375.00	0.00	NAUST FM	
6406/8-1	1746.00	0.00	KAI FM	
6406/8-1	2330.00	0.00	HORDALAND GP	
6406/8-1	2330.00	0.00	BRYGGE FM	
6406/8-1	2597.00	0.00	ROGALAND GP	
6406/8-1	2597.00	0.00	TARE FM	
6406/8-1	2705.00	0.00	TANG FM	
6406/8-1	2752.00	4053.00	SHETLAND GP	revised base group definition
6406/8-1	2752.00	2826.00	SPRINGAR FM	additional unit
6406/8-1	2826.00	3008.00	NISE FM	additional unit
6406/8-1	3008.00	3519.00	KVITNOS FM	additional unit
6406/8-1	3519.00	4053.00	BLÅLANGE FM	new formation, top depth questionable, late Turonian at 3750m
6406/8-1	4053.00	4099.00	CROMER KNOLL GP	revised top group definition
6406/8-1	4053.00	4088.00	LANGEBARN FM	new formation
6406/8-1	4088.00	4099.00	LYR FM	additional unit
6406/8-1	4099.00	0.00	VIKING GP	
6406/8-1	4099.00	0.00	HEATHER FM	Changed from MELKE FM
6406/8-1	4266.00	0.00	FANGST GP	
6406/8-1	4266.00	0.00	GARN FM	
6406/8-1	4313.00	0.00	NOT FM	
6406/8-1	4366.00	0.00	ILE FM	
6406/8-1	4493.00	0.00	BÅT GP	
6406/8-1	4493.00	0.00	ROR FM	
6406/8-1	4667.00	0.00	TILJE FM	
6406/8-1	4895.00	0.00	ÅRE FM	
6406/8-2	385.00	0.00	NORDLAND GP	
6406/8-2	385.00	0.00	NAUST FM	
6406/8-2	1450.00	0.00	KAI FM	
6406/8-2	2022.00	0.00	HORDALAND GP	
6406/8-2	2022.00	0.00	BRYGGE FM	
6406/8-2	2710.00	0.00	ROGALAND GP	
6406/8-2	2710.00	0.00	TARE FM	
6406/8-2	2772.00	0.00	TANG FM	
6406/8-2	2830.00	4200.00	SHETLAND GP	revised base group definition
6406/8-2	2830.00	2869.00	SPRINGAR FM	
6406/8-2	2869.00	3167.00	NISE FM	revised from 2944m, no biostratigraphy
6406/8-2	3167.00	3563.00	KVITNOS FM	
6406/8-2	3563.00	4200.00	BLÅLANGE FM	new formation
6406/8-2	4200.00	4248.00	CROMER KNOLL GP	revised top group definition, top depth questionable, no biostratigraphy
6406/8-2	4200.00	4240.00	LANGEBARN FM	new formation, top depth questionable
6406/8-2	4240.00	4248.00	LYR FM	
6406/8-2	4248.00	0.00	FANGST GP	
6406/8-2	4248.00	0.00	NOT FM	
6406/8-2	4264.00	0.00	ILE FM	
6406/8-2	4383.00	0.00	BÅT GP	
6406/8-2	4383.00	0.00	ROR FM	
6406/8-2	4399.00	0.00	TOFTE FM	
6406/8-2	4593.00	0.00	TILJE FM	
6406/9-1	333.00	0.00	NORDLAND GP	
6406/9-1	333.00	0.00	NAUST FM	
6406/9-1	1191.00	0.00	KAI FM	
6406/9-1	1655.00	0.00	HORDALAND GP	
6406/9-1	1655.00	0.00	BRYGGE FM	
6406/9-1	2247.00	0.00	ROGALAND GP	
6406/9-1	2247.00	0.00	TARE FM	
6406/9-1	2333.00	0.00	TANG FM	
6406/9-1	2405.00	4104.00	SHETLAND GP	revised base group definition
6406/9-1	2405.00	2453.00	SPRINGAR FM	
6406/9-1	2453.00	2731.50	NISE FM	top depth changed from 2516m
6406/9-1	2731.50	3377.00	KVITNOS FM	top depth changed 0.5m, questionable top, Lysing omitted at 2928m
6406/9-1	3377.00	4107.00	BLÅLANGE FM	new formation, top questionable, based on sonic log, late Turonian at 3370m
6406/9-1	3970.00	4021.00	SMØRFLYNDRE MB	new member, as Lange Sandstone Member (operator), middle Cenomanian at 3970m
6406/9-1	4104.00	4254.00	CROMER KNOLL GP	revised top group definition, late Albian at 4107m
6406/9-1	4104.00	4227.00	LANGEBARN FM	new formation, late Albian at 4107m
6406/9-1	4227.00	4254.00	LYR FM	top depth changed from 4229m based on gamma and sonic logs
6406/9-1	4254.00	0.00	VIKING GP	
6406/9-1	4254.00	0.00	SPEKK FM	
6406/9-1	4269.00	0.00	MELKE FM	
6406/9-1	4415.00	0.00	FANGST GP	
6406/9-1	4415.00	0.00	GARN FM	
6406/9-1	4472.00	0.00	NOT FM	
6406/9-1	4533.00	0.00	ILE FM	
6406/9-1	4634.00	0.00	BÅT GP	
6406/9-1	4634.00	0.00	ROR FM	
6406/9-1	4681.00	0.00	TOFTE FM	
6406/9-1	4826.00	0.00	TILJE FM	
6406/9-1	5024.00	0.00	ÅRE FM	
6406/9-2	317.00	0.00	NORDLAND GP	
6406/9-2	317.00	0.00	NAUST FM	
6406/9-2	1279.00	0.00	KAI FM	
6406/9-2	1723.00	0.00	HORDALAND GP	
6406/9-2	1723.00	0.00	BRYGGE FM	
6406/9-2	2288.00	0.00	ROGALAND GP	
6406/9-2	2288.00	0.00	TARE FM	
6406/9-2	2375.00	0.00	TANG FM	
6406/9-2	2450.00	4261.00	SHETLAND GP	revised base group definition
6406/9-2	2450.00	2561.00	SPRINGAR FM	
6406/9-2	2561.00	2769.00	NISE FM	top depth changed from 2557m NPD
6406/9-2	2769.00	3471.00	KVITNOS FM	top depth changed from 2776m NPD
6406/9-2	3471.00	4261.00	BLÅLANGE FM	new formation, top based on prominent GR increase, no Lysing Mbr developed (cf 2946m-3472m NPD)
6406/9-2	4261.00	4325.00	CROMER KNOLL GP	revised top group definition, questionable top based on RHOB, no biostratigraphy
6406/9-2	4261.00	4315.00	LANGEBARN FM	new formation, questionable top based on RHOB, no biostratigraphy
6406/9-2	4315.00	4325.00	LYR FM	
6406/9-2	4325.00	0.00	VIKING GP	
6406/9-2	4325.00	0.00	SPEKK FM	
6406/9-2	4395.00	0.00	MELKE FM	
6406/9-2	4637.00	0.00	FANGST GP	
6406/9-2	4637.00	0.00	GARN FM	
6406/9-2	4695.00	0.00	NOT FM	
6406/9-2	4758.00	0.00	ILE FM	
6406/9-2	4856.00	0.00	BÅT GP	
6406/9-2	4856.00	0.00	ROR FM	
6406/9-2	4894.00	0.00	TOFTE FM	
6406/9-2	5042.00	0.00	TILJE FM	
6406/9-2	5241.00	0.00	ÅRE FM	
6407/1-1	302.00	0.00	NORDLAND GP	
6407/1-1	302.00	0.00	NAUST FM	
6407/1-2	302.00	0.00	NORDLAND GP	
6407/1-2	302.00	0.00	NAUST FM	
6407/1-2	1419.00	0.00	KAI FM	
6407/1-2	1690.00	0.00	HORDALAND GP	
6407/1-2	1690.00	0.00	BRYGGE FM	
6407/1-2	2189.00	0.00	ROGALAND GP	
6407/1-2	2189.00	0.00	TARE FM	
6407/1-2	2253.00	0.00	TANG FM	
6407/1-2	2320.00	3476.00	SHETLAND GP	revised base group definition
6407/1-2	2320.00	2403.00	SPRINGAR FM	
6407/1-2	2403.00	2640.00	NISE FM	
6407/1-2	2640.00	3048.00	KVITNOS FM	top depth changed from 2900m
6407/1-2	3048.00	3479.00	BLÅLANGE FM	new formation
6407/1-2	3048.00	3081.00	LYSING MB	revised status, base depth changed 1m
6407/1-2	3476.00	3526.00	CROMER KNOLL GP	revised top group definition
6407/1-2	3476.00	3510.00	LANGEBARN FM	new formation
6407/1-2	3510.00	3526.00	LYR FM	reference section (Dalland et al.,1988)
6407/1-2	3526.00	0.00	VIKING GP	
6407/1-2	3526.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/1-2	3575.00	0.00	HEATHER FM	Changed from MELKE FM
6407/1-2	3659.00	0.00	FANGST GP	
6407/1-2	3659.00	0.00	GARN FM	
6407/1-2	3771.00	0.00	NOT FM	
6407/1-2	3815.00	0.00	ILE FM	
6407/1-2	3907.00	0.00	BÅT GP	
6407/1-2	3907.00	0.00	ROR FM	
6407/1-2	4050.00	0.00	TILJE FM	
6407/1-2	4220.00	0.00	ÅRE FM	
6407/1-3	315.00	0.00	NORDLAND GP	
6407/1-3	315.00	0.00	NAUST FM	
6407/1-3	1449.00	0.00	KAI FM	
6407/1-3	1763.00	0.00	HORDALAND GP	
6407/1-3	1763.00	0.00	BRYGGE FM	
6407/1-3	2213.00	0.00	ROGALAND GP	
6407/1-3	2213.00	0.00	TARE FM	
6407/1-3	2300.00	0.00	TANG FM	
6407/1-3	2346.00	3457.00	SHETLAND GP	revised base group definition
6407/1-3	2346.00	2448.00	SPRINGAR FM	
6407/1-3	2448.00	2679.00	NISE FM	
6407/1-3	2679.00	3103.00	KVITNOS FM	additional unit
6407/1-3	3103.00	3457.00	BLÅLANGE FM	new formation
6407/1-3	3103.00	3135.50	LYSING MB	revised status, additional unit
6407/1-3	3457.00	3521.00	CROMER KNOLL GP	revised top group definition, top depth questionable, no biostratigraphy
6407/1-3	3457.00	3492.00	LANGEBARN FM	new formation, top depth questionable, no biostratigraphy
6407/1-3	3492.00	3521.00	LYR FM	top depth changed from 3500m following comparison with reference well 6407/1-2
6407/1-3	3521.00	0.00	VIKING GP	
6407/1-3	3521.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/1-3	3545.00	0.00	HEATHER FM	Changed from MELKE FM
6407/1-3	3600.00	0.00	FANGST GP	
6407/1-3	3600.00	0.00	GARN FM	
6407/1-3	3704.00	0.00	NOT FM	
6407/1-3	3741.00	0.00	ILE FM	
6407/1-3	3813.00	0.00	BÅT GP	
6407/1-3	3813.00	0.00	ROR FM	
6407/1-3	3950.00	0.00	TILJE FM	
6407/1-3	4150.00	0.00	ÅRE FM	
6407/1-4	311.00	0.00	NORDLAND GP	
6407/1-4	311.00	0.00	NAUST FM	
6407/1-4	1444.00	0.00	KAI FM	
6407/1-4	1878.00	0.00	HORDALAND GP	
6407/1-4	1878.00	0.00	BRYGGE FM	
6407/1-4	2220.00	0.00	ROGALAND GP	
6407/1-4	2220.00	0.00	TARE FM	
6407/1-4	2284.00	0.00	TANG FM	
6407/1-4	2347.00	3483.00	SHETLAND GP	revised base group definition
6407/1-4	2347.00	2455.00	SPRINGAR FM	
6407/1-4	2455.00	2677.00	NISE FM	top depth changed from 2479m based on sonic log
6407/1-4	2677.00	3116.00	KVITNOS FM	top depth changed from 2780m based on sonic log and cmn inoceramus at 2700m
6407/1-4	3116.00	3483.00	BLÅLANGE FM	new formation
6407/1-4	3116.00	3154.00	LYSING MB	revised status
6407/1-4	3483.00	3570.50	CROMER KNOLL GP	revised top group definition, base depth changed 0.5m
6407/1-4	3483.00	3545.00	LANGEBARN FM	new formation
6407/1-4	3545.00	3570.50	LYR FM	top depth changed from 3547m based on gamma and sonic log & standard definition, base depth changed 0.5m
6407/1-4	3571.00	0.00	VIKING GP	
6407/1-4	3571.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/1-4	3595.00	0.00	HEATHER FM	Changed from MELKE FM
6407/1-4	3675.00	0.00	FANGST GP	
6407/1-4	3675.00	0.00	GARN FM	
6407/1-4	3776.00	0.00	NOT FM	
6407/10-1	366.00	0.00	NORDLAND GP	
6407/10-1	366.00	0.00	NAUST FM	
6407/10-1	1041.00	0.00	KAI FM	
6407/10-1	1240.00	0.00	HORDALAND GP	
6407/10-1	1240.00	0.00	BRYGGE FM	
6407/10-1	1671.00	0.00	ROGALAND GP	
6407/10-1	1671.00	0.00	TARE FM	
6407/10-1	1735.00	0.00	TANG FM	
6407/10-1	1912.50	2559.00	SHETLAND GP	revised base group definition, top depth changed 0.5m
6407/10-1	1912.50	2000.00	SPRINGAR FM	additional unit
6407/10-1	2000.00	2162.00	NISE FM	additional unit, top based on sonic log and early Campanian at 2000m
6407/10-1	2162.00	2390.00	KVITNOS FM	additional unit
6407/10-1	2390.00	2559.00	BLÅLANGE FM	new formation
6407/10-1	2559.00	2573.00	CROMER KNOLL GP	revised top group definition
6407/10-1	2559.00	2562.00	LANGEBARN FM	new formation
6407/10-1	2562.00	2573.00	LYR FM	additional unit
6407/10-1	2573.00	0.00	VIKING GP	
6407/10-1	2573.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/10-1	2579.00	0.00	ROGN FM	
6407/10-1	2702.00	0.00	FANGST GP	
6407/10-1	2702.00	0.00	NOT FM	
6407/10-1	2803.00	0.00	ILE FM	
6407/10-1	2868.00	0.00	BÅT GP	
6407/10-1	2868.00	0.00	ROR FM	
6407/10-1	2974.00	0.00	TILJE FM	
6407/10-1	3155.00	0.00	ÅRE FM	
6407/10-2	359.00	0.00	NORDLAND GP	
6407/10-2	359.00	0.00	NAUST FM	
6407/10-2	1009.00	0.00	KAI FM	
6407/10-2	1105.00	0.00	HORDALAND GP	
6407/10-2	1105.00	0.00	BRYGGE FM	
6407/10-2	1627.00	0.00	ROGALAND GP	
6407/10-2	1627.00	0.00	TARE FM	
6407/10-2	1689.00	0.00	TANG FM	
6407/10-2	1877.00	2562.00	SHETLAND GP	revised base group definition
6407/10-2	1877.00	1956.00	SPRINGAR FM	additional unit, questionably present, biostratigraphy indicates a truncated late-middle Campanian section
6407/10-2	1956.00	2094.00	NISE FM	additional unit, top depth questionable
6407/10-2	2094.00	2377.50	KVITNOS FM	additional unit
6407/10-2	2377.50	2562.00	BLÅLANGE FM	new formation
6407/10-2	2377.50	2386.00	LYSING MB	revised status, top depth changed 0.5m
6407/10-2	2562.00	2821.00	CROMER KNOLL GP	revised top group definition
6407/10-2	2562.00	2769.00	LANGEBARN FM	new formation
6407/10-2	2769.00	2821.00	LYR FM	top depth changed 1m to conform with fm definition on gamma log
6407/10-2	2821.00	0.00	VIKING GP	
6407/10-2	2821.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/10-2	2830.00	0.00	ROGN FM	
6407/10-2	2904.00	0.00	HEATHER FM	Changed from MELKE FM
6407/10-2	3327.00	0.00	FANGST GP	
6407/10-2	3327.00	0.00	NOT FM	
6407/10-2	3436.00	0.00	ILE FM	
6407/10-2	3479.00	0.00	BÅT GP	
6407/10-2	3479.00	0.00	ROR FM	
6407/10-2	3679.00	0.00	TILJE FM	
6407/10-3	347.00	0.00	NORDLAND GP	
6407/10-3	347.00	0.00	NAUST FM	
6407/10-3	743.00	0.00	KAI FM	
6407/10-3	818.00	0.00	HORDALAND GP	
6407/10-3	818.00	0.00	BRYGGE FM	
6407/10-3	1310.00	0.00	ROGALAND GP	
6407/10-3	1310.00	0.00	TARE FM	
6407/10-3	1382.00	0.00	TANG FM	
6407/10-3	1522.50	1770.00	SHETLAND GP	revised base group definition, top depth changed 0.5m
6407/10-3	1522.50	1581.00	SPRINGAR FM	top depth changed 0.5m
6407/10-3	1581.00	1653.00	NISE FM	top depth questionable
6407/10-3	1653.00	1770.00	KVITNOS FM	top based on gamma log and cmn Inoceramus at 1655m
6407/10-3	1770.00	1805.50	CROMER KNOLL GP	Unconformable upper boundary with Coniacian Kvitnos Fm overlying Hauterivian Lyr Fm
6407/10-3	1770.00	1805.50	LYR FM	base depth changed 0.5m
6407/10-3	1806.00	0.00	VIKING GP	
6407/10-3	1806.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/12-1	314.00	0.00	NORDLAND GP	
6407/12-1	1282.00	0.00	ROGALAND GP	
6407/12-1	1282.00	0.00	TARE FM	
6407/12-1	1412.00	0.00	TANG FM	
6407/12-1	1542.00	1591.50	SHETLAND GP	revised base group definition
6407/12-1	1542.00	1579.00	NISE FM	Springar Fm absent according to NPD fact pages. no biostratigraphic data available.
6407/12-1	1579.00	1591.50	KVITNOS FM	
6407/12-1	1591.50	1625.00	CROMER KNOLL GP	top depth changed 0.5m. Unconformable late Santonian Kvitnos Fm overlying Albian (operator)
6407/12-1	1591.50	1614.00	LANGEBARN FM	new formation, top depth changes 0.5m (from Lange Fm). Unconformable late Santonian Kvitnos Fm overlying Albian (operator)
6407/12-1	1614.00	1625.00	LYR FM	
6407/12-1	1625.00	0.00	VIKING GP	
6407/12-1	1625.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/12-1	1659.00	0.00	ROGN FM	
6407/12-1	1731.00	0.00	HEATHER FM	Changed from MELKE FM
6407/12-1	1763.00	0.00	FANGST GP	
6407/12-1	1763.00	0.00	GARN FM	
6407/2-1	299.00	0.00	NORDLAND GP	
6407/2-1	299.00	0.00	NAUST FM	
6407/2-1	1392.00	0.00	KAI FM	
6407/2-1	1650.00	0.00	HORDALAND GP	
6407/2-1	1650.00	0.00	BRYGGE FM	
6407/2-1	1997.00	0.00	ROGALAND GP	
6407/2-1	1997.00	0.00	TARE FM	
6407/2-1	2096.00	0.00	TANG FM	
6407/2-1	2147.00	2604.00	SHETLAND GP	revised base group definition
6407/2-1	2147.00	2263.00	SPRINGAR FM	
6407/2-1	2263.00	2424.00	NISE FM	top depth changed from 2253m
6407/2-1	2424.00	2535.00	KVITNOS FM	
6407/2-1	2535.00	2604.00	BLÅLANGE FM	new formation, questionable top depth guided by Cenomanian biostrat at 2557m swc
6407/2-1	2604.00	2842.50	CROMER KNOLL GP	revised top group definition, top depth questionable, discrepancy with Albian biostrat at 2603m swc (?reworked)
6407/2-1	2604.00	2811.00	LANGEBARN FM	new formation, top depth questionable based on sonic log (operator 2606m), discrepancy with Albian biostrat at 2603m swc (?reworked)
6407/2-1	2811.00	2842.50	LYR FM	top depth changed from 2827m. base depth changed 0.5m
6407/2-1	2843.00	0.00	VIKING GP	
6407/2-1	2843.00	0.00	DRAUPNE FM	Changed from SPEKK FM
6407/2-1	2908.00	0.00	HEATHER FM	Changed from MELKE FM
6407/2-1	2939.00	0.00	FANGST GP	
6407/2-1	2939.00	0.00	GARN FM	
6407/2-1	2984.00	0.00	NOT FM	
6407/2-1	3015.00	0.00	ILE FM	
6407/2-1	3072.00	0.00	BÅT GP	
6407/2-1	3072.00	0.00	ROR FM	
6407/2-1	3176.00	0.00	TILJE FM	
6407/2-1	3345.00	0.00	ÅRE FM	
6407/2-2	284.00	0.00	NORDLAND GP	
6407/2-2	284.00	0.00	NAUST FM	
6407/2-2	1384.00	0.00	KAI FM	
6407/2-2	1555.00	0.00	HORDALAND GP	
6407/2-2	1555.00	0.00	BRYGGE FM	
6407/2-2	1955.00	0.00	ROGALAND GP	
6407/2-2	1955.00	0.00	TARE FM	
6407/2-2	2035.00	0.00	TANG FM	
6407/2-2	2088.00	2328.00	SHETLAND GP	revised base group definition
6407/2-2	2088.00	2149.00	SPRINGAR FM	
6407/2-2	2149.00	2242.00	NISE FM	
6407/2-2	2242.00	2328.00	KVITNOS FM	additional unit. Middle Santonian biostrat at 2305m
